Comment,Sentiment
i would probably buy that if i was a millionaire ,LABEL_2
not quite sure if making the umbrella indestructible is the right way to go i mean if the wind is strong and the umbrella does not fold i will literally fly away like mary poppins it should fold without breaking in on a strong wind not support the wind by not bending ,LABEL_1
this is some hard hitting journalism thank you ,LABEL_2
no one wants to do a mary poppins,LABEL_0
reminds me of a time in the 1900s a guy made a strong umbrella and decided to showcase its strength by jumping of a building while holding it he splattered on the tarmac at terminal velocity,LABEL_1
i do not use umbrellas,LABEL_0
i bought an umbrella from ikea for gbp8 that used flexible metal rods the wind will not break it as it simply bends and can be bent back ,LABEL_2
or you can spend dollar5 on normal umbrella and if it breaks you spend another dollar5 i mean its not made with nasa shuttle touched by aliens grade material but still wont cost you dollar350 either ,LABEL_1
normal people do not go out in weather that bad so that is just really your fault isnt it ,LABEL_0
i am not about to fight with an umbrella im finna just be wet ,LABEL_0
id rather have it break then be hit by a car ,LABEL_0
perfect for accidentally leaving it in a ny cab,LABEL_1
that is actually impressive,LABEL_2
the title should be someone is cousin at insider edition starts an umbrella company ,LABEL_1
in the uk they have bulletproof umbrella for 007,LABEL_1
must of been a slow news day lmao,LABEL_0
i got a umbrella like under 25 dollars it doesnt break when it goes inside out i even do it for fun,LABEL_2
live in a country where typhoon is super common never i thought i need a very durable umbrella because you know you should be inside when strong typhoon winds hit ,LABEL_1
350 it better double up as a assault weapon,LABEL_1
 world is most indestructible umbrella how do you make something more or less indestructible does that mean that indestructible can be destructed if it is not indestructible enough ,LABEL_0
how bored do you have to be to make a story about umbrellas ,LABEL_0
now what you need is strong hands to hold it ,LABEL_1
no thief would dare steal a 350 dollar umvmbrella they wouldnt make money out of it ,LABEL_0
this is probably ads,LABEL_0
ow,LABEL_1
well now the problem is that im gonna get flown everywhere ,LABEL_0
mine umbrella i bought in the golf section only for some 20euros and it does the same as that 300 dollar ,LABEL_1
my mother could never even with the sight if her umberalla broken she will summon hell on earth,LABEL_0
i thought for sure she would become mary poppins amp fly off ,LABEL_1
same cheap umbrella with a scam tag price ,LABEL_0
i remember like a few years ago i had to go to school on a really rainy and windy day students in our school do not come from a school bus and most of us go by mtr and u have to walk a bit since not everyone is home is near the mtr it was so rainy and i did not have a raincoat on and i only had an umbrella i did not expect it to be that windy and stuff so i only brought a normal small umbrella but 5 minutes outside and that umbrella broke anyways i threw it away and went into a mall for cover since i still had to go to the mtr and waited for the rain to lessen the rain eventually lessened and i ran so fast into the mtr and luckily i was not too soaked i still had to walk from the mtr to school but i did not have an umbrella but even on a normal day the area near my school is pretty windy so it was ultra max extremely windy people stood inside the mtr for shelter cus the people outside looked like they were abt to fly away frm the wind and thankfully my friend was there with a huge umbrella both of us shared it but it was so windy even her gigantic umbrella went inside out she had a raincoat boots and a thing to cover her backpack mean while i had nothing so i just ran again and my school has two zebra crossings that is traffic lights take one whole minute each before turning green so i took a whole shower there i was soaked af when i reached school and my hair was like dripping along with my uniform and schoolbag it was a fun experience though,LABEL_0
finally an umbrella parachute,LABEL_1
nope that is never happened to me i am not delicate and fragile water does not hurt me just put your shoulders up and run,LABEL_1
ima buy this when i am rich ,LABEL_2
yeah ai not no way i am wasting 350dollar on a umbrella i have a jacket for that lol,LABEL_1
i can see som1 being pulled by this and suing,LABEL_0
i feel like this umbrella is over engineered simply reduce the drag of the umbrella is underside to reduce the force placed on it as a bonus you will not be pulled around ,LABEL_1
does it shoot rubber bullets or poison gas like james bond ones ,LABEL_1
can not beat mary poppins umbrella,LABEL_1
scam ,LABEL_0
love the idea but i will lose it too quickly for the price maybe ok with an air tag,LABEL_1
one day we will be able to jump from high places and float down slowly,LABEL_2
better to just buy a umbrella at a reasonable price,LABEL_1
yeah its strong because its stronggggg it can pull you in the sky its like a parachute later shot on iphone but your gonna steal be wet,LABEL_2
wind machine,LABEL_1
penguin approves,LABEL_2
looked like she was going to fly away like mary poppins ,LABEL_1
no but like imagine spending dollar350 on an unbrella,LABEL_0
cheaper would be better meaning that more people would purchase it dollar150 at max ,LABEL_2
im sold gonna order it in a few minutes ,LABEL_2
commercial,LABEL_1
then do not use umbrellas when there is just wind ,LABEL_1
fantastic marketing ,LABEL_0
when a test of your product is really a test of human will power ,LABEL_1
at this point we may as well start producing more kites more kites means lower selling point that means i can finally get into kite surfing and land kiting for cheap lol ,LABEL_2
god said john 14 6 i am the way the truth and the life no one comes to the father except through me ,LABEL_1
i would prefer a senz umbrella over this one ,LABEL_1
i can imagine someone actually making an umbrella designed to not go inside out and in extremely strong winds when testing it someone flies away and ends up somewhere else lets say area 51,LABEL_1
me when i have it flys to dubai and drop it from the tallest building with a balcony near burj khalifa,LABEL_1
still not gonna pay 350 for an umbrella come on now whats the warranty on it ,LABEL_0
ok its indestructible but 350 ai not worth it for that should be at 80 or 90,LABEL_0
i was just waiting for her to fly into the sky like mary poppins ,LABEL_1
update and inside edition is still picking up they are commission check,LABEL_2
hmm dollar350 though i will make my way without an mbrella ,LABEL_1
it is funny for me that the unbreakable umbrella brand can be considered cheaper when compared to this one xd,LABEL_2
that my friends is called an ad ,LABEL_1
can the beach big umbrella be used in rain ,LABEL_1
probley not,LABEL_1
send us a few to chicago and we will let you know in a few days ,LABEL_1
u can use it as parachute while jumping from the plane n it will not get destroyed ,LABEL_1
dollar350 is that the umbrella they used the the kingsman movies ,LABEL_1
finally an umbrella we can properly mary poppins with,LABEL_2
an umbrella that make you a mary poppins,LABEL_1
so that is the umbrella that mary poppins had,LABEL_1
they did not talk to an umbrella expert ,LABEL_0
see that is the issue i do not want one it blows inside and out i want to stay like it should because i do not want water all over me ,LABEL_0
i always assumed umbrellas doing that was a safety feature because you do not want to get blown with it or lose it if you drop it though,LABEL_1
yes,LABEL_1
the real test is whether or not you lose it placing it down and forgetting it theft ,LABEL_1
the kingsman ,LABEL_1
i hate this lady is voice and face plz get a new host,LABEL_0
mary poppins all i could think of during the last clip was mary poppins ,LABEL_1
i just bought this yesterday,LABEL_1
cheapo umbrella from walmart lol,LABEL_1
 the umbrella snaps back in place so it is literally just an expensive umbrella because my own umbrellas can do that too ,LABEL_2
in our city here in the philippines we call that the the satelite phenomenon ,LABEL_1
just get yourself an air umbrella,LABEL_1
its so indestructible that i can fly,LABEL_2
lol these reporters arriving at work to be told what today is assignment will be lol your career is going no where,LABEL_0
now i know why this channel is called inside edition,LABEL_1
the white reported did not want to try this cuz she did not want to end up like mary poppins,LABEL_0
it is not that bad when it happened to the donald,LABEL_2
give me a scissor,LABEL_1
check out gust buster much better than this,LABEL_1
repent for the kingdom of heaven is at hand hell is not a joke jesus died on the cross for us to be able to be forgiven for our sins the second coming of jesus is soon turn to god now before it is too late ,LABEL_1
 the fan was made in 1882  people in 1881 0 44 ,LABEL_1
i will rather buy a new one,LABEL_1
 0 45 lol,LABEL_1
the wind machine sounds like a hot rod turning on,LABEL_1
but umbrellas always get lost,LABEL_0
i mean i would probably lose it to be honest,LABEL_0
that umbrella almost took her away like mary poppins,LABEL_1
mary poppins w e a k,LABEL_1
i wish i could work for inside edition ,LABEL_1
with wind that strong just what is the umbrella really doing i would rather just wear a water proof jacket ,LABEL_1
time to go to russia to use the force of a nuclear explosion to test it properly gotta make sure ,LABEL_1
 it even happened to the president yea he is not a human or a normal person he has something no one in th universe has ,LABEL_0
i live in london i need one of these,LABEL_1
so i thought it wont turn inside out,LABEL_1
idk why but i thought of yandu when he says i am marry poppins yall ,LABEL_1
i am sorry but she is hot still after all this work ,LABEL_1
no one kagura vs vale,LABEL_1
the wind machine is actually a paramotor engine,LABEL_1
there is one problem with this falls over ,LABEL_0
i would like to have the wind machine at home especially when it is hot,LABEL_2
the stuff we need most is always expensive ,LABEL_0
lol i thought ole girl was gonna take off looking like mary poppins,LABEL_1
bring it to chicago we will see if it lives up to its name ,LABEL_1
mary poppins anyone ,LABEL_1
i will stick with my cheap umbrella ,LABEL_1
i always lose my umbrellas ,LABEL_0
if the umbrella does not pay my bills it is not indestructible ,LABEL_0
i would blow away with the umbrella like mary poppins ,LABEL_2
 0 45 me hearing my sister in the toilet,LABEL_1
not worth it ,LABEL_0
 the wind machine we all must invest in a wind machine for summer ,LABEL_1
both reporters almost became real life mary popins,LABEL_1
it is good ig but i am not paying dollar350 for it lmao,LABEL_2
i thought she was gonna start flying ,LABEL_1
the word aircraft takes it to another level and marks it up dollar100 ,LABEL_1
that umbrella will hold you up while taking you up mary poppins,LABEL_2
rolls royce be like how much for your company ,LABEL_1
i feel like it is necessary for it to snap backwards otherwise the wind is going to more easily drag you backwards like mary poppins er something,LABEL_1
this looks stupid for that much money,LABEL_0
i bought one 4 years ago and so far so good still looking great a great investment ,LABEL_2
il buy if its kevlar,LABEL_1
yep all the times,LABEL_1
i am a fan of wind machine,LABEL_2
now we are gonna see people flying in the sky,LABEL_1
two easy,LABEL_1
 fiber glass imagine when it break apart in high wind the person behind them will truly become blind ,LABEL_0
what if mother nature chose not to blow wind that week ,LABEL_1
i actually have one of these umbrellas not the dollar350 wooden stick one but the dollar115 collapsible one it is actually pretty good the thing you notice the most is how heavy it feels amp how confident it sounds when you open amp close it it has this sort of hard thump to it it definitely feels very high quality but is it worth dollar115 ,LABEL_2
better buy airpods pro,LABEL_2
jump,LABEL_1
i would try to break it by stepping on it,LABEL_1
next thing you are going to see on the news is people flying away using it,LABEL_0
so bulletproof like the kingsman one hmmm,LABEL_1
if it is that windy then there is no point using an umbrella ,LABEL_0
i have bought an umbrella just 10dollar 15dollar and has similar properties and does not cost that much i am using it for years now still works premium materials ,LABEL_2
do not think i wanna spend dollar350 on something that my coworkers can steal when i forget it at the office ,LABEL_0
nah,LABEL_1
wind machine wow i want a smaller one ,LABEL_2
then u left it somewhere u can not remember ,LABEL_1
fren wait i forgot my umbrella me it is just an umbrella fren it is 350 me oo ok,LABEL_1
just wear a jacket,LABEL_1
this is stupid so let me get this straight they want 350dollar for a umbrella i would only use occasionally not frequent for the novelty that it will not get damaged in extreme weather would not it be better to just buy another umbrella that is 20 30dollar after my old umbrella was destroyed ,LABEL_0
wowowow,LABEL_2
try it against jet engine ,LABEL_1
we know anything called indestructible will be destructible soon lol,LABEL_1
i had an old umbrella of my grandfather is called a bumberchute or bumbershoot maybe hyphenated words anyway it literally would not turn inside out ,LABEL_1
my umbrella was made with flexible inside support so it can also do inside out on strong winds without being destroyed but it only cost 20 dollars ,LABEL_1
all we need now is an umbrella that does not bend upwards in strong winds,LABEL_1
fly away like mary poppins with the full speed wind machine,LABEL_1
think of it this way how many times will you use a dollar350 umbrella in your lifetime i would rather buy a dollar10 umbrella and replace it after wear and tear because i am confident i will not go through 35 dollar10 umbrellas before i go through 1 dollar350 umbrella ,LABEL_1
it is just a big fan,LABEL_1
that is pretty insane that in some parts of the world where wind is so damn strong,LABEL_0
bruh who will biy a umbrella 350 even though its strong you will still struggle holding them up so it kinda useless to use,LABEL_0
not worth 300 and definitely failed im sorry but im gonna hsve to pull out of the investment unless i get 90percent of the company,LABEL_0
when the wind wants an umbrella ,LABEL_1
yay they made the bullet proof indestructible umbrella from kingsman ,LABEL_2
hell nawww i am good i am keeping my shreefity ,LABEL_2
people before the word fan was invented ah yes this is a machine that produces wind precisely we shall call it the wind machine ,LABEL_1
that is a really indestructible rain blocker,LABEL_0
cisco ramon well that is my job ,LABEL_1
point is it folded so no point wasting dollar350 i recommend 3dollar or 5dollar umbrella instead,LABEL_1
now it is going to blow you into traffic,LABEL_0
my mom will be so mad at me once i lost this one ,LABEL_0
just imagine little kids flying here and there with umbrella ,LABEL_1
mary poppins,LABEL_1
if it is dollar350 it better include a camera projector barrel that can shoot things and can be shot at and not pierce,LABEL_1
not even a rolls royce umbrella cost that much money,LABEL_0
mary poppins head ass,LABEL_0
wait till marry poppins sees this,LABEL_1
 wind machine ,LABEL_1
i once broke my umbrella in a strong storm then i wear a raincoat after that ,LABEL_0
my favourite part is where she held the umbrella,LABEL_2
news reporters wind machine wind machine well i am just gonna say i am a huge fan,LABEL_2
i would prefer a shelter in this kind of wind instead of spending 350dollar on this umbrella ,LABEL_0
i got a dollar20 umbrella from target that opens from inside to outside never flipped on me or caused any issues ,LABEL_2
id use full woods,LABEL_1
inside edition team can you buy and send me one please thank you,LABEL_2
it will destroy your pocket,LABEL_0
 0 35 me trying to sound smart in my essays,LABEL_1
that is obviously the oxygen pusher ,LABEL_1
way to go mary poppins,LABEL_2
for dollar350 it better give some mary poppins shxt and fly me to work when i am running late,LABEL_1
in jordan we wish to use umbrellas it rains 1 to 20 times a year lt sigh gt ,LABEL_1
i can not wait to see kids hanging on to a umbrella 50 feet in the air,LABEL_2
when i was little and it was like so windy my dumbass thought i could fly like mary poppins,LABEL_0
 most indestructible ,LABEL_2
wind machine you mean big ass fan,LABEL_0
,
everytime i watch these videos i feel like the umbrella sharp point is gonna hit my eyes,LABEL_0
i literally got an umbrella ad before this video ,LABEL_1
it might end up taking you with it,LABEL_1
mother nature is strong but lol,LABEL_1
mary poppins,LABEL_1
can you glide tho ,LABEL_1
 fire up the wind machine ,LABEL_1
no thanks if we get powerful wind here where i live and my umbrella gets destroyed then i will just buy a new umbrella dollar350 is too expensive for an umbrella ooh la la c est cher ,LABEL_0
this is god level advertisement,LABEL_0
that markup though dollar350 on a design that is essentially non proprietary they toss in a little stainless steel and then want to fool everyone lol,LABEL_1
the wind machine a fan ,LABEL_1
how much did that company pay for this ad ,LABEL_1
i rather wear a raincoat ,LABEL_1
happens everytime lol,LABEL_1
maybe we can use this umbrella to jump off the roof now ,LABEL_1
we also have those windbreaker umbrellas here but sells for only dollar3 ,LABEL_1
this year my left kidney will keep me dry ,LABEL_1
that is dollar350 that umbrella better be like a kingsman umbrella ,LABEL_1
dose it fly like mary poppins ,LABEL_1
am i the only one waiting for the first tester to fly ,LABEL_1
where is your umbrella ollie inside out 2 miles away ,LABEL_1
bring it to alaska lol,LABEL_1
 fire up the wind machine sounds dramatic,LABEL_1
well is it bullet proof ,LABEL_1
all i can is i want a reselling price for 1000 pcs,LABEL_1
finally i can fly ,LABEL_2
mary poppins is umbrella,LABEL_1
dude the army green umbrella looks so premium i like it although dollar350 is too much ,LABEL_2
mew,LABEL_1
are not there umbrellas with wind flaps ,LABEL_1
 it even happened to the president  am i supposed to be shocked ,LABEL_0
well i mean it can not make u fly with powerful winds,LABEL_1
finally a worthy umbrella for kingsman the secret service,LABEL_2
oof,LABEL_0
people using 350dollar umbrella mother nature you shall not pass ,LABEL_0
imagine it was featured on worth it like 20dollar vs 350dollar umbrella,LABEL_1
bring this when you are skydiving in cas the parachute can not open  ,LABEL_0
i think it is much safer when the umbrella bend cause if it does not the wind will take you ,LABEL_1
seems more like a safety hazard,LABEL_0
go to rolls royce showroom and they will charge similar umbrella for dollar700 ,LABEL_1
dang if they designed it so that it does not turn inside out i could see someone fly through their neighborhood screaming lmao,LABEL_0
she is gonna be mary poppins real good,LABEL_2
i need one ,LABEL_1
i genuinely thought that this was the umbrella from kingsman,LABEL_1
 0 51 she boutta turn into mary poppins,LABEL_1
why you using umbrella at storm go inside a building ,LABEL_1
imagine if they wen pat flying ,LABEL_1
probably the type of umbrella sir reginald hargreeves would get  ,LABEL_1
ok but is it bulletproof ,LABEL_1
kagura i will take your entire stock,LABEL_0
can it withstand very strong wind  yanking it from my hand tumbling across the road and under a truck mine neither ,LABEL_1
dollar350 for an umbrella if only i do not lose my umbrellas every single time ,LABEL_0
i always wanted to be in strong weather i like in miami ,LABEL_2
that umbrella is really strong but is your face strong enough to handle the impact when you fall face first ,LABEL_1
in roblox is 0 bobux,LABEL_1
it looks like that umbrella could send you to mars i guess dollar350 is worth it,LABEL_1
who remembers jumping off a couch with their umbrella as kids and now ,LABEL_1
i had forgotten what happened ok bye,LABEL_1
mary fkin poppins,LABEL_0
 umbrella is dollar350 rolls royce has entered the chat ,LABEL_1
 0 51 mary poppins cutie,LABEL_2
the best umbrella what a saw was just umbrella which close in wrong direction so it just close if it is too windy not broke,LABEL_2
if you see closely she is,LABEL_1
im sorry but im still tryna figure out who asked,LABEL_0
all that and they choose a woman who could barely stand on her own to demonstrate this smh,LABEL_0
i can not believe this happened to the president,LABEL_0
wait so can we fly using that right now ,LABEL_1
how convenient  i got an ad about umbrellas ,LABEL_2
ok i love inside edition,LABEL_2
it is a fan a big fan do not over sell it,LABEL_2
i just wanna know who in the world would use a umbrella when they already know it is really windy just a waste of a umbrella and who would want to buy a 350 dollar umbrella when you can just buy another one,LABEL_0
imagine a kid uses that in a strong wind,LABEL_1
still waiting for mary poppins umbrella ,LABEL_1
marry poppins,LABEL_1
this umbrella is a fluke the idea was for it not to turn inside out and it failed so no i will not buy that umbrella,LABEL_0
where is lisa guerrero she should try this thing,LABEL_1
lol she was struggling,LABEL_1
my mom would love these,LABEL_2
is that umbrella maker now dating the owner of this channel however it was a great ad idea,LABEL_2
my asian mom would lose her mind if i lose this dollar350 umbrella ,LABEL_0
better let the umbrella end up inside out such strong umbrella can be more damaging to the user ,LABEL_0
i am thinking of redoing a childhood fail jumping of the roof with this one land like superman,LABEL_1
y all a wind machine is a big ass fan  ,LABEL_0
 fire the wind machine ,LABEL_1
jesus love you he died on the cross for you accept him as your lord and savior he can change everything for god so loved the world that he gave his only son so that everyone who believes in him may not perish but may have eternal life jn 3 16 but you must repent too from that time jesus went about preaching and saying let your hearts be turned from sin for the kingdom of heaven is near matthew 4 17 ,LABEL_2
my life is a lie i would been calling the wind machine a fan smh,LABEL_0
imagine losing that umbrella,LABEL_0
i guess you could say that wind machine is also a big fan ,LABEL_1
 ,
the field reporter alison hall at end of video found out hard way everybody gangsta until mother nature decides to 1 23 commence operation mary poppins  ,LABEL_1
they all asian ,LABEL_1
and who would be stupid enough to use umberella on the windy day ,LABEL_0
everybody gansta ti will you fly away with the indestructable umbrella ,LABEL_1
i can finially be mary poppins,LABEL_1
bought something like that for less than 20 usd in my country still usable after 3 years,LABEL_1
that wind machine is stonger then the real wind any way,LABEL_1
the wind machine blows it inside and out but heres whats important it doesnt destroy the umbrella,LABEL_1
sorry but for dollar300 i would like something that can keep me dry from hat to shoes,LABEL_1
my dollar8 umbrella works just as well,LABEL_2
yeah sorry but not buying an umbrella for dollar350,LABEL_0
why not keep it inside out you can get water ,LABEL_1
this even happened to the president thanks,LABEL_1
 c h e a p o ,LABEL_1
wind machine,LABEL_1
me dad can we buy an 350 dollar umbrella that does not brake due to winds tape noise intensifies ,LABEL_1
bruh they should have gotten men to do the dirty work,LABEL_0
mommm  i need that fan in my room asapp,LABEL_1
lol,LABEL_1
aa i thought they can fly,LABEL_1
so basically it does not break means you can fly,LABEL_2
old video but i do not care give it to tyler tube ,LABEL_0
 fire up the wind machine you mean the fan,LABEL_1
i can tell she was about fly away to heaven,LABEL_1
i wish i had that fan for my hot room ,LABEL_1
what does mother nature has to say nature destroy earth,LABEL_0
wearing a coat does not get you blown around,LABEL_0
short answer no,LABEL_1
the wind does not destroy the umbrella it destroys you ,LABEL_0
umbrella should be destroyed after a strong gust of wind hits it ,LABEL_0
i couldnt care less i am not paying over 100 dollars for a damn umbrella,LABEL_0
if it can not protect you from bullets its not indestructible xd,LABEL_0
impressive ,LABEL_2
my childhood dream of flying with an umbrella is finally come true,LABEL_2
in brazil this would cost 10 000,LABEL_0
adamandium umbrella,LABEL_1
dollar350 on an umbrella i do not know i will spend that much on on something like that but i can see the practicality but too expensive ,LABEL_0
somebody send that umbrella to the philippines earth chose our country to be the beta tester for the strongest typhoons in history we will see how that umbrella holds up ,LABEL_1
is this commercial or what,LABEL_1
ok ,LABEL_1
i of my greatest dreams is to go tou your country to see beautiful places and people out there ,LABEL_2
and unfortunately you forgot your 350dollar umbrella in train station,LABEL_0
does it shoot and have armour like in kingsman if do i buy,LABEL_1
wait are not umbrellas for rain ,LABEL_1
yo it is kingsman the secret service,LABEL_1
cost 350 dollars gucci slap there logo on it 3500,LABEL_1
what would you choose a nintendo switch b indestructuble umbrella choose wisely,LABEL_1
any product claims something inside edition and i took that personally,LABEL_1
yes but why,LABEL_1
fire up the wind machine insert car noises here,LABEL_1
is no one gonna talk about how the wind machine starting up sounded like a car starting up ,LABEL_1
poor trump his umbrella broke,LABEL_0
try to fly,LABEL_1
i am marry poppins y all,LABEL_1
 wind machine  wow ,LABEL_2
to be honest i think they bent the cheap o umbrella ,LABEL_1
its a fan  ,LABEL_1
now the question is can you marry popins with it ,LABEL_1
thats why i use my hoodie everyday ,LABEL_1
now try jump in the building using that umbrella ,LABEL_1
the tart ghana strangely untidy because double covalently spray past a skillful clerk raspy puzzled gore tex,LABEL_0
i buy 2 if i can fight with ninjas using this umbrella ,LABEL_1
do not mind me just searching for the comment about mary poppins,LABEL_1
they act like an umbrella is helpful with wind and not just rain or snow or something,LABEL_1
fire up the wind machine ,LABEL_1
the start of this video is just like a bad tell sell commercial lool,LABEL_0
why do they say it is even happened to the president like some how the umbrella knows who and who not to do that too wtf lmao,LABEL_0
i once held the umbrella when me and my mom rode a motorcycle to buy some dinner my mom rode it slowly but my hands got tired and the umbrella tilted a bit that i almost fell off lmao ,LABEL_1
this is where kingsman begins ,LABEL_1
this is where kingsman begins ,LABEL_1
ai not no one gonna pay 350 for a umbrella,LABEL_0
bruh i do not use umbrellas there called coats they work twice as better and they strap to you,LABEL_2
wow human kind has waited for it 2000 years,LABEL_1
my fibrella automatic foldable umbrells uses the same principle of folding inside out on very strong winds and goes back to its normal position been using it for 8 years now and it held reliably well to alot of storms through out the years it cost me only 15 dollars when i first bought it ,LABEL_2
my umbrella turns inside out with a slight breeze let alone a storm lol,LABEL_1
and u lost it ,LABEL_0
buy a parachute instead ,LABEL_1
it is like the from umbrella from kingsman,LABEL_1
if you want to see inovative umbrellas come to india we have smart umbrellas with phone call and is 5 fold and literally indestructible ,LABEL_2
marry poppins umbrella ,LABEL_1
fire off the windmachine ,LABEL_1
i am from indonesia and i really want to go to america anyone want to pay for a ticket to america  ,LABEL_2
it breaks for a reason it is so that you do not fly away like mary popens,LABEL_1
why would you use an umbrella in the first place ,LABEL_0
can we just wear a rain coat ,LABEL_1
 most indestructible theres no level to being indestructible because it does not break ,LABEL_2
put a hard spring to it make handle tough,LABEL_1
first time i heard wind machine ,LABEL_1
for that price i could buy a whole pixel 4a which is 1000 times better than this,LABEL_2
 1 07 she stepped on it off screen lol,LABEL_1
,
,
,
no one youtube wanna watch people testing an umbrella is strength me why no,LABEL_0
i think it shuld be at kingsman,LABEL_1
whats next the touchable screen machine aka phone,LABEL_1
 0 54 the wind machine blows it inside out but here is what is important it does not destroy the umbrella and you can pop it right back into place the had us in the first half not gonna lie ,LABEL_1
that is not a wind machine that is a wwii airplane engine ,LABEL_1
350 dollars ,LABEL_1
i will buy it when i am rich  that means i am never buying it ,LABEL_0
 wind machine lmaooo its a fan  ,LABEL_1
now is it bulletproof ,LABEL_1
first umbrella which can be used as parashut,LABEL_1
i got a way to destroy that umbrella use a f4 phantom and then crash land into it,LABEL_0
here comes in every job that must be done there is an element of fun ,LABEL_2
looks like nokia has a new business,LABEL_1
for dollar350 bucks ill settle for a dollar10 umbrella and replace it if it gets damaged with another dollar10 umbrella i save dollar330 bucks ,LABEL_1
we made a umbrella made from nasa,LABEL_1
i am good with my normal umbrellaaaa ,LABEL_2
it is the kingsman umbrella,LABEL_1
tornado be like so you have choosen death ,LABEL_1
omg,LABEL_1
all i see is a bunch of ppl leaving umbrellas on trains elevators cabs and going well thatd dollar350 down the draim,LABEL_1
i can use that as a glider lmao,LABEL_2
 wind machine aka fan,LABEL_1
lol i thought they were gonna shoot the umbrella,LABEL_1
let is get riri this,LABEL_1
can i be mary poppins now ,LABEL_1
just buy 10 normal umbrella ,LABEL_1
i have two small wind machines in my room,LABEL_1
in my country that is called a fan come to bali  ,LABEL_1
how to become mary poppins,LABEL_1
now all i need is rain and a mask with a rainbow and i can start walking on air with water ,LABEL_1
just imagine what jet lee could do with this in his once upon a time in china movies ,LABEL_1
guys i have seen it all,LABEL_1
dollar350 for something to block rain people will buy anything,LABEL_1
 wow look what happened it sounds like a actor having difficulty rehearsing im dying ,LABEL_0
what do you think awesome right ,LABEL_1
only president trump can afford it ,LABEL_1
that is why mary popins is indestructible,LABEL_2
wow they were holding up very well too ,LABEL_2
and now we know who sponsored the mary poppins movies,LABEL_1
i was expecting that umbrella to drag that lady in the middle of the road and was expecting a diesel truck to run over her ,LABEL_0
this is the dumbest invention ever its just a stonger bar and fyi u broke the cheapo bar,LABEL_0
marry poppins is shook,LABEL_1
imagine needing dollar350 for an umbrella that will not break made by raincoat gang,LABEL_1
 oh nooo haha oh my goodn  flies into traffic ,LABEL_1
theory if you jump from a building then you can fly because it is indestructible ,LABEL_2
it can be also use as parachute ,LABEL_1
it is really indestructible you will be blown away with it ,LABEL_2
news ,LABEL_1
now onto the real questions can i glide with it ,LABEL_1
this is suppose to be used for a storm not a hurricane ,LABEL_1
 wow look what happened ,LABEL_2
first if that the umbrella do not go inside out then you will be flying thankfully they keep this in mind when designing second mam i am sorry but other than your eyes i believe that you head is also in higher risk of getting slammed right to the ground,LABEL_0
ummm kinda expensive there buddy ,LABEL_0
inside edition brought out their test rat for this unbrella hahah,LABEL_1
it is all fun and games until u let go of the expensive umbrella,LABEL_1
and now your marry poppins,LABEL_1
any here call it a brolly,LABEL_1
yes,LABEL_1
i would rather buy to 10 dollar umbrellas rather than a 350 dollar umbrella,LABEL_1
really 350 dollars you can get the same umbrella in the philippines for 50 to 100 pesos,LABEL_1
its asian what do you expect ,LABEL_1
wow look what happened with that reaction tho,LABEL_1
hk rioter will love this ,LABEL_2
wow if you had 2 of those you basically has a parachute,LABEL_1
alice approved umbrella ,LABEL_1
my grandma give me dollar350 dollars for my birthday my grandma i hope you spend it on something good me spends it on an umbrella,LABEL_2
 0 04 been there,LABEL_1
i thought she was gonna fly away like mary poppins,LABEL_1
it is like taking your dog outside,LABEL_1
i wear a thing called a hood,LABEL_1
do not tell me it is indestructible when batman was not using it in batman v superman when it was raining ,LABEL_1
make a nokia umbrella,LABEL_1
what type of fool will carry an umbrela in such wind definitely it is dangerous,LABEL_0
lmfao trump,LABEL_0
wear rain coat,LABEL_1
there is be marry poppins,LABEL_1
i just want umbrellas from kingsman,LABEL_1
funny how it was probably made in china along with the other cheap umbrellas that break easily,LABEL_1
y was i flying ,LABEL_1
did that wind machine just make the start up noise of a car,LABEL_1
i am gonna start calling my fan the cooler down anator,LABEL_1
up next how to destroy my car with a eraser  ,LABEL_0
give it a week in wellingtons strong winds ,LABEL_1
mary poppins have been real quiet after watching this,LABEL_1
if it is going to be that windy i am going to ditch the umbrella and just stick to a rain jacket ,LABEL_1
wait what i thought every umbrella can be pop right back in place have i been using a dollar300 umbrella this whole time ,LABEL_1
i though its bulletproof,LABEL_1
those fans be like i am a fan but legends know me as wind machine,LABEL_1
marry poppins would be very happy  ,LABEL_2
if i ai not the next mary popping is it really that good of an umbrella ,LABEL_1
better to go with 10 bucks 35 umbla,LABEL_1
i should use that in fortnite  ,LABEL_1
the penguin would like to know your location,LABEL_1
this looks like and add,LABEL_1
i wouldent pay that much for an umbrella,LABEL_0
lol i do not give damn what anybody say that umbrella is not worth 350,LABEL_0
everyone in the uk be like ,LABEL_1
i will be happy and terrified at the same time if i can fly off like a mary poppin,LABEL_1
lol i love how they made her fight the umbrella when they could have just tied it to a stationary object oh well it was rather entertaining ,LABEL_2
trump has issues with umbrellas ,LABEL_0
aahh now we know what brand nanny mcphee uses,LABEL_1
just buy a dollar350 pair of airpods toughen up and let that rain slap you around like a beach ,LABEL_1
for dollar300 it better call e t for me when i need a ride home ,LABEL_1
 0 40 science teacher while your making chocolate milk,LABEL_1
fun fact if the wind is blowing the umbrella one way quickly turn it the other way to prevent it from going inside out dollar350 is way too much for something that you can easily forget on a bus ,LABEL_0
rain coat is invented as an option bro,LABEL_1
